"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Southern","SM2","2024-05-23","1","Surface Water","<0.1","0.068","1.4","89","6","1","2","0.054","0.002","0.005","8.1","<0.2","31.5","2.8","0.34","4.8","25.7","0.12","0.22","0.28","0.06","1.6","0.004","1.2"
"Southern","SM2","2024-05-23","1","Middle Water","<0.1","0.054","1.2","72","4.9","1","3","0.046","<0.002","0.004","8.1","<0.2","31.7","2.8","0.3","1.7","25.7","0.1","0.17","0.22","0.07","1.4","0.003","<0.5"
"Southern","SM2","2024-05-23","1","Bottom Water","<0.1","0.041","1.4","69","4.7","1","7","0.04","<0.002","0.003","8.2","<0.2","31.8","2.8","0.31","1.7","25.6","0.08","0.12","0.16","0.07","1.8","0.003","0.6"
"Southern","SM2","2024-06-08","1","Surface Water","0.6","0.033","0.9","85","5.8","42","71","0.033","0.005","0.002","8.1","<0.2","32.2","2.4","0.52","2.8","26","0.07","0.1","0.14","0.06","1.9","0.002","0.7"
"Southern","SM2","2024-06-08","1","Middle Water","0.7","0.031","2.2","67","4.5","1","12","0.034","<0.002","0.003","8.1","<0.2","32.2","2.4","0.49","2.5","25.9","0.07","0.11","0.15","0.07","1.8","0.002","0.6"
"Southern","SM2","2024-06-08","1","Bottom Water","0.6","0.022","2.3","61","4.1","<1","5","0.026","0.002","<0.002","8.1","<0.2","32.3","2.4","0.46","3.2","25.9","0.05","0.13","0.16","0.08","4.2","0.001","0.7"
"Southern","SM2","2024-07-12","1","Surface Water","2.4","0.011","19","73","5","1","8","0.6","0.019","0.004","8.5","4.9","18","2","1.4","3.9","29.8","0.63","0.28","0.9","0.03","1.7","0.002","1"
"Southern","SM2","2024-07-12","1","Middle Water","2.9","0.017","21","118","8.1","8","20","0.44","0.018","<0.002","7.9","5.3","22","2","0.69","4.1","28.4","0.48","0.31","0.77","0.04","1.4","<0.001","1.2"
"Southern","SM2","2024-07-12","1","Bottom Water","1.5","0.048","4.9","102","7","3","17","0.24","0.016","0.012","7.8","3","22.2","2","1.6","5.3","28.2","0.3","0.25","0.51","0.09","2","0.002","2.1"
"Southern","SM2","2024-08-22","1","Surface Water","0.7","0.078","2.3","87","6.1","4","22","0.39","0.081","0.019","8","<0.2","28.2","2.7","2.1","1.6","25.8","0.55","0.13","0.6","0.12","1.5","0.003","0.9"
"Southern","SM2","2024-08-22","1","Middle Water","0.6","0.03","1.8","68","4.8","29","76","0.27","0.072","0.021","7.9","<0.2","30.5","2.7","1.9","1.8","24.7","0.37","0.15","0.49","0.13","1.9","0.001","0.8"
"Southern","SM2","2024-08-22","1","Bottom Water","0.8","0.018","1","42","3","18","36","0.16","0.053","0.016","8","0.6","32.4","2.7","1.7","4.8","24","0.23","0.09","0.3","0.13","5","<0.001","1"
"Southern","SM2","2024-09-25","1","Surface Water","0.5","0.024","2.2","102","6.7","24","200","0.045","0.018","0.003","8","0.8","28.9","2.4","0.84","3","28.5","0.09","0.16","0.22","0.06","1.8","0.001","0.9"
"Southern","SM2","2024-09-25","1","Middle Water","0.4","0.051","1.2","68","4.4","44","190","0.04","0.019","0.009","8","0.6","31.1","2.4","0.79","3.4","28.9","0.11","0.23","0.29","0.08","3.8","0.003","0.9"
"Southern","SM2","2024-09-25","1","Bottom Water","0.4","0.03","0.7","68","4.3","14","80","0.023","0.02","0.006","8","0.6","32.5","2.4","0.81","6","29.1","0.07","0.12","0.16","0.1","6.3","0.002","1.2"
"Southern","SM2","2024-10-21","1","Surface Water","1","0.042","1.4","73","4.7","2","3","0.041","0.024","0.008","7.8","1.1","32.5","1.9","1","9.9","28.1","0.11","0.17","0.24","0.17","4.6","0.001","1.6"
"Southern","SM2","2024-10-21","1","Middle Water","0.9","0.038","1.5","72","4.7","1","4","0.042","0.022","0.009","7.8","0.8","32.6","1.9","0.96","5.4","28","0.1","0.2","0.26","0.17","6.7","0.001","0.8"
"Southern","SM2","2024-10-21","1","Bottom Water","0.7","0.048","1.4","73","4.8","<1","1","0.04","0.024","0.011","7.8","0.9","32.6","1.9","0.97","6.2","28.1","0.11","0.13","0.19","0.15","8.1","0.002","1"
"Southern","SM2","2024-11-28","1","Surface Water","0.5","0.012","1","99","7","<1","1","0.22","0.006","0.027","7.8","0.4","32","2.3","2","4.6","22.8","0.24","<0.05","0.28","0.13","4.2","<0.001","1.9"
"Southern","SM2","2024-11-28","1","Middle Water","0.6","0.012","1","76","5.4","2","3","0.21","0.005","0.026","7.8","0.7","31.8","2.3","2.1","4.8","22.9","0.23","0.1","0.32","0.09","4.2","<0.001","1"
"Southern","SM2","2024-11-28","1","Bottom Water","0.5","0.008","1","76","5.4","<1","<1","0.21","0.006","0.028","7.8","0.4","32","2.3","1.8","12","23","0.22","0.09","0.31","0.09","5","<0.001","1.6"
"Southern","SM2","2024-12-11","1","Surface Water","0.8","0.055","4.5","90","6.6","<1","2","0.13","0.006","0.015","7.8","1.4","32.1","2.2","1","3.1","22","0.19","0.21","0.35","0.13","2.4","0.001","1"
"Southern","SM2","2024-12-11","1","Middle Water","0.9","0.053","4.8","77","5.6","5","7","0.13","0.006","0.014","7.8","1.3","32","2.2","1.1","6.2","21.8","0.19","0.32","0.46","0.05","2.4","0.001","1.2"
"Southern","SM2","2024-12-11","1","Bottom Water","0.6","0.06","3.9","77","5.6","1","1","0.13","0.005","0.011","7.8","1.3","32","2.2","1.1","5.3","21.8","0.2","0.17","0.31","0.05","3","0.001","1.1"
"Southern","SM20","2024-01-08","1","Surface Water","0.8","0.01","7.8","92","6.9","12","18","0.017","0.006","<0.002","8.2","1.7","33.4","2.4","0.2","7.1","19.8","0.03","0.11","0.13","0.03","1","<0.001","2.1"
"Southern","SM20","2024-01-08","1","Middle Water","0.8","0.011","6.2","114","8.5","4","7","0.017","0.006","0.006","8.2","1.6","33.4","2.4","0.18","5.6","19.9","0.03","0.11","0.13","0.04","1.2","<0.001","1.8"
"Southern","SM20","2024-01-08","1","Bottom Water","0.7","0.017","2.7","114","8.5","7","8","0.017","0.006","0.006","8.2","2","33.4","2.4","0.18","6.9","19.9","0.04","0.1","0.12","0.03","1.1","<0.001","2.1"
"Southern","SM20","2024-02-16","1","Surface Water","0.7","0.027","2.4","88","6.6","<1","<1","0.024","<0.002","<0.002","8.2","1.8","34.1","2.6","0.47","3.3","19.9","0.05","0.1","0.13","0.05","0.4","0.001","1.2"
"Southern","SM20","2024-02-16","1","Middle Water","0.6","0.018","2.9","109","8.1","<1","<1","0.027","<0.002","<0.002","8.2","0.8","34.1","2.6","0.48","4","19.9","0.05","0.1","0.13","0.2","0.4","<0.001","0.9"
"Southern","SM20","2024-02-16","1","Bottom Water","0.5","0.038","4.6","105","7.9","<1","1","0.047","<0.002","<0.002","8.2","1.5","34.1","2.6","0.54","3.3","19.5","0.09","0.12","0.17","0.04","0.7","0.002","0.8"
"Southern","SM20","2024-03-02","1","Surface Water","<0.1","0.022","1.3","85","6.4","1","1","0.022","<0.002","<0.002","8.1","<0.2","34.1","2","0.32","2.8","19.7","0.05","0.12","0.14","0.04","0.6","<0.001","0.5"
"Southern","SM20","2024-03-02","1","Middle Water","<0.1","0.018","1.4","86","6.4","<1","<1","0.022","<0.002","<0.002","8.1","0.6","34.3","2","0.29","3.2","19.7","0.04","0.15","0.17","0.04","0.6","<0.001","0.6"
"Southern","SM20","2024-03-02","1","Bottom Water","<0.1","0.019","1.5","93","6.9","<1","<1","0.02","<0.002","0.002","8.1","<0.2","34.3","2","0.28","3.2","19.9","0.04","0.15","0.17","0.03","1.2","<0.001","<0.5"
"Southern","SM20","2024-04-19","1","Surface Water","1.2","0.01","2.4","97","6.9","3","8","0.47","0.024","<0.002","7.9","1.1","24.6","3.4","1.3","1.7","26.2","0.5","0.19","0.68","0.05","2.3","<0.001","0.7"
"Southern","SM20","2024-04-19","1","Middle Water","1.1","0.008","2.7","112","7.9","1","2","0.46","0.025","<0.002","7.9","1","24.7","3.4","1.3","1.8","26.1","0.49","0.19","0.68","0.06","2.3","<0.001","0.7"
"Southern","SM20","2024-04-19","1","Bottom Water","1.2","0.011","3.6","140","9.9","2","8","0.37","0.019","<0.002","7.9","0.3","24.9","3.4","0.91","4.5","26.1","0.4","0.21","0.6","0.07","2.4","<0.001","1.2"
"Southern","SM20","2024-05-22","1","Surface Water","0.3","0.047","1.3","85","5.8","7","83","0.094","0.004","<0.002","8.2","<0.2","29.2","1.7","0.37","2","26.2","0.15","0.19","0.29","0.05","2","0.003","0.8"
"Southern","SM20","2024-05-22","1","Middle Water","<0.1","0.05","1.5","107","7.3","1","8","0.072","0.003","0.004","8.2","<0.2","29.4","1.7","0.31","1.6","26.1","0.13","0.18","0.26","0.06","2.5","0.004","0.6"
"Southern","SM20","2024-05-22","1","Bottom Water","<0.1","0.053","1.4","78","5.3","5","11","0.07","0.003","0.004","8.2","<0.2","30.4","1.7","0.3","2.2","25.8","0.13","0.31","0.38","0.06","1.8","0.004","0.8"
"Southern","SM20","2024-06-22","1","Surface Water","1","0.014","13","95","6.7","32","81","0.87","0.085","0.013","8.2","3.5","15.4","1.6","5.7","4.5","28.7","0.97","0.24","1.2","0.04","4.1","0.001","1.1"
"Southern","SM20","2024-06-22","1","Middle Water","0.3","0.015","11","97","6.9","18","49","0.76","0.084","0.014","8.1","2.9","16","1.6","4.2","5.6","28.5","0.86","0.21","1.05","0.04","4.1","0.001","1.2"
"Southern","SM20","2024-06-22","1","Bottom Water","0.5","0.022","12","89","6.1","15","90","0.6","0.084","0.023","8","5.4","24","1.6","4","3.2","27.5","0.71","0.28","0.96","0.06","1.9","0.001","0.7"
"Southern","SM20","2024-07-11","1","Surface Water","2.1","0.029","26","79","5.5","<1","2","0.71","0.026","<0.002","8.4","7.1","17.3","1.4","3.2","3.3","29.5","0.77","0.36","1.1","0.04","3.1","0.005","1.1"
"Southern","SM20","2024-07-11","1","Middle Water","1.7","0.029","19","149","10.4","1","3","0.68","0.026","<0.002","8.3","9.2","17.8","1.4","2.6","4.1","29.2","0.74","0.33","1.04","0.04","3.6","0.004","1.5"
"Southern","SM20","2024-07-11","1","Bottom Water","1.8","0.025","28","106","7.4","4","6","0.62","0.023","0.004","8.1","9.2","17.8","1.4","1.8","4.4","29.2","0.67","0.37","1.01","0.05","1.9","0.002","0.8"
"Southern","SM20","2024-08-23","1","Surface Water","0.8","0.006","2.8","85","5.9","3","9","0.47","0.094","0.022","8","1.2","27","1.8","3.4","3.8","26.7","0.57","0.17","0.73","0.14","3.2","<0.001","1"
"Southern","SM20","2024-08-23","1","Middle Water","0.8","0.022","2.6","77","5.3","1","6","0.5","0.099","0.023","8","1.1","26.9","1.8","3.6","3.4","26.2","0.62","0.14","0.74","0.15","3","0.001","1.3"
"Southern","SM20","2024-08-23","1","Bottom Water","0.7","0.013","2.8","51","3.6","1","1","0.45","0.094","0.026","8","0.9","27","1.8","3.1","4.3","26.4","0.56","0.13","0.67","0.16","2.8","<0.001","1"
"Southern","SM20","2024-09-27","1","Surface Water","0.2","0.014","5.3","110","7.2","3","8","0.35","0.055","0.011","8.1","1.7","28.9","2.1","2.1","3.5","29.5","0.42","0.17","0.58","0.08","3.1","0.001","1.1"
"Southern","SM20","2024-09-27","1","Middle Water","<0.1","0.016","3.4","84","5.5","<1","4","0.23","0.047","0.011","8.1","2","29.9","2.1","2","5.2","29.4","0.29","0.2","0.48","0.06","4.4","0.001","1.2"
"Southern","SM20","2024-09-27","1","Bottom Water","<0.1","0.022","2.8","75","4.8","<1","3","0.084","0.031","0.008","8","2.7","31.5","2.1","1.3","9.3","29.1","0.14","0.2","0.32","0.07","13.9","0.001","1.6"
"Southern","SM20","2024-10-17","1","Surface Water","0.3","0.12","3","87","5.6","<1","<1","0.068","0.026","0.014","7.8","0.9","32.5","1.7","1.1","5.3","28.4","0.21","0.28","0.37","0.17","6.2","0.004","0.9"
"Southern","SM20","2024-10-17","1","Middle Water","<0.1","0.11","2.4","76","4.9","<1","<1","0.062","0.024","0.015","7.8","1.9","32.5","1.7","1.2","3.2","28.4","0.2","0.26","0.35","0.17","3.6","0.004","0.5"
"Southern","SM20","2024-10-17","1","Bottom Water","0.2","0.1","2.8","70","4.5","<1","<1","0.061","0.022","0.012","7.8","1.4","32.5","1.7","1.2","5.6","28.3","0.18","0.29","0.37","0.21","3.6","0.004","2.3"
"Southern","SM20","2024-11-25","1","Surface Water","<0.1","0.007","1.2","92","6.5","<1","1","0.22","0.026","0.024","7.8","0.4","32.1","1.9","1.9","12","23.5","0.25","0.11","0.36","0.07","10.7","<0.001","1.2"
"Southern","SM20","2024-11-25","1","Middle Water","<0.1","0.023","1","107","7.6","<1","<1","0.22","0.025","0.022","7.8","0.9","32.2","1.9","1.9","9.6","23.5","0.27","0.1","0.35","0.08","12.5","<0.001","1.1"
"Southern","SM20","2024-11-25","1","Bottom Water","<0.1","0.02","1","79","5.5","<1","2","0.22","0.024","0.021","7.8","0.8","32.2","1.9","1.9","21","23.4","0.26","0.11","0.35","0.1","15.4","<0.001","7"
"Southern","SM20","2024-12-13","1","Surface Water","1.1","0.059","10","102","7.5","1","2","0.069","0.005","0.015","7.9","1.3","32","1.9","0.43","5.1","21.4","0.13","0.18","0.25","0.11","4","0.002","1.3"
"Southern","SM20","2024-12-13","1","Middle Water","1.2","0.052","4.5","100","7.3","<1","2","0.094","0.003","0.017","7.9","1","31.9","1.9","0.46","7.2","21.4","0.15","0.22","0.32","0.04","4.3","0.001","1.3"
"Southern","SM20","2024-12-13","1","Bottom Water","1.1","0.046","6.8","95","7","2","2","0.059","0.005","0.016","7.9","2.9","31.9","1.9","0.49","4.7","21.3","0.11","0.22","0.28","0.05","4.2","0.001","1.4"
"Southern","SM3","2024-01-12","1","Surface Water","0.4","0.14","4.9","95","7.1","1800","2100","0.037","0.008","0.005","7.8","0.5","33.4","2.7","0.19","1.8","19.9","0.19","0.26","0.31","0.03","2.8","0.003","0.7"
"Southern","SM3","2024-01-12","1","Middle Water","0.3","0.045","4.8","107","8","1700","2200","0.019","0.004","<0.002","7.8","0.8","33.5","2.7","0.18","2.2","19.9","0.07","0.11","0.13","0.03","3.1","<0.001","0.7"
"Southern","SM3","2024-01-12","1","Bottom Water","0.1","0.084","4","107","8","700","930","0.087","0.021","0.006","7.8","1.1","33.6","2.7","0.19","4.1","19.9","0.19","0.12","0.23","0.03","3.2","0.002","1"
"Southern","SM3","2024-02-21","1","Surface Water","1.2","0.083","1.7","96","7.1","90","110","0.065","<0.002","0.008","8.1","<0.2","33.7","7.6","0.51","2.6","20.2","0.15","0.24","0.31","0.04","0.1","0.003","0.5"
"Southern","SM3","2024-02-21","1","Middle Water","1.1","0.11","2","94","7","360","450","0.064","<0.002","0.009","8.1","<0.2","33.8","7.6","0.51","5.4","19.9","0.18","0.23","0.3","0.04","0.1","0.004","1"
"Southern","SM3","2024-02-21","1","Bottom Water","1.1","0.092","1.5","94","7.1","590","800","0.05","<0.002","0.005","8.1","<0.2","33.8","7.6","0.49","4.2","19.8","0.14","0.25","0.3","0.04","0.2","0.004","0.7"
"Southern","SM3","2024-03-15","1","Surface Water","0.8","0.099","1.5","62","4.7","9","16","0.045","<0.002","0.01","7.6","<0.2","34.1","3.7","0.41","0.8","19.8","0.15","0.23","0.28","0.04","2.5","0.001","<0.5"
"Southern","SM3","2024-03-15","1","Middle Water","0.5","0.069","3.2","95","7.1","12","16","0.04","<0.002","0.007","7.6","<0.2","34.2","3.7","0.41","1","19.8","0.11","0.17","0.21","0.04","2.6","<0.001","<0.5"
"Southern","SM3","2024-03-15","1","Bottom Water","0.7","0.061","0.5","96","7.1","9","12","0.033","<0.002","0.005","7.6","0.3","34.2","3.7","0.35","2.1","19.8","0.1","0.16","0.2","0.04","3","<0.001","<0.5"
"Southern","SM3","2024-04-17","1","Surface Water","1.9","0.02","10","105","7.2","10","31","0.17","0.011","<0.002","7.8","9.7","29.8","2.3","0.15","2.2","26.3","0.2","0.28","0.46","0.06","2.6","<0.001","1.6"
"Southern","SM3","2024-04-17","1","Middle Water","2.3","0.021","0.8","120","8.3","<1","<1","0.033","<0.002","<0.002","7.5","0.8","33.6","2.3","0.33","8.6","24.4","0.06","0.11","0.15","0.07","2.9","<0.001","3.6"
"Southern","SM3","2024-04-17","1","Bottom Water","0.4","0.016","0.9","84","5.8","<1","7","0.031","<0.002","<0.002","7.5","0.7","34.1","2.3","0.3","0.9","24.1","0.05","0.16","0.19","0.07","3.4","<0.001","0.6"
"Southern","SM3","2024-05-04","1","Surface Water","1.4","0.043","4","106","7.3","11","26","0.18","0.013","0.007","8.2","1.7","30.7","3.1","0.59","1.9","25","0.24","0.26","0.45","0.06","2.6","0.003","0.8"
"Southern","SM3","2024-05-04","1","Middle Water","0.2","0.015","4.4","95","6.5","14","37","0.1","0.006","0.003","8.2","0.9","32.2","3.1","0.3","1.6","25.1","0.12","0.29","0.4","0.07","2","<0.001","0.6"
"Southern","SM3","2024-05-04","1","Bottom Water","0.2","0.014","3.4","92","6.3","1","19","0.069","0.003","<0.002","8.2","0.7","32.4","3.1","0.24","4.2","25.1","0.09","0.23","0.3","0.07","4.5","<0.001","1"
"Southern","SM3","2024-06-19","1","Surface Water","1.8","0.079","25","102","7.2","11","1200","0.76","0.054","0.028","8.2","4.4","17.1","2.3","4","3.7","28.6","0.89","0.34","1.15","0.04","2.2","0.009","1.5"
"Southern","SM3","2024-06-19","1","Middle Water","0.6","0.029","9","88","6.2","31","63","0.28","0.056","0.006","8","1.3","23.1","2.3","1.8","3.2","26.8","0.37","0.16","0.5","0.09","3.4","0.002","0.9"
"Southern","SM3","2024-06-19","1","Bottom Water","0.1","0.014","0.6","83","5.6","4","6","0.043","0.034","0.004","8","0.6","34","2.3","0.84","4","25.5","0.09","0.1","0.18","0.06","5.1","<0.001","0.6"
"Southern","SM3","2024-07-05","1","Surface Water","1.4","0.024","21","91","6.3","14","190","0.47","0.024","0.019","8","1.7","20.4","1.9","1.2","2.9","28.9","0.52","0.3","0.79","0.04","3.9","0.001","1.4"
"Southern","SM3","2024-07-05","1","Middle Water","<0.1","0.027","3.6","110","7.6","10","24","0.17","0.002","0.008","7.2","1.1","34.1","1.9","1.6","4.3","24.2","0.2","0.11","0.28","0.1","4.2","<0.001","1"
"Southern","SM3","2024-07-05","1","Bottom Water","<0.1","0.032","2","36","2.5","2","4","0.11","<0.002","0.007","7.2","1.3","34.3","1.9","1.5","5.5","23.6","0.14","0.1","0.21","0.1","5","<0.001","1"
"Southern","SM3","2024-08-19","1","Surface Water","1.8","0.022","1.9","117","8.1","19","97","0.39","0.029","0.012","7.9","1.2","29.5","2.6","2.1","2.4","25.5","0.44","0.16","0.58","0.09","1.6","<0.001","0.6"
"Southern","SM3","2024-08-19","1","Middle Water","1.3","0.019","1.9","50","3.5","25","71","0.19","0.029","0.013","7.8","1.8","32.4","2.6","1.4","2.6","24.3","0.24","0.18","0.4","0.1","2","<0.001","0.8"
"Southern","SM3","2024-08-19","1","Bottom Water","1.7","0.018","1.4","50","3.5","11","22","0.14","0.028","0.015","7.8","1.2","33.6","2.6","1.4","8.8","23.6","0.19","0.14","0.31","0.11","2.9","<0.001","2.1"
"Southern","SM3","2024-09-04","1","Surface Water","3.5","0.038","11","98","6.5","3","10","0.051","0.005","0.006","8.1","2.3","30.5","1.8","0.13","4.4","27.9","0.09","0.21","0.27","0.06","1.4","0.003","1.8"
"Southern","SM3","2024-09-04","1","Middle Water","2.4","0.032","8.5","89","6","2","6","0.07","0.009","0.007","7.8","1.6","31.8","1.8","0.29","1.6","26.6","0.11","0.25","0.33","0.1","2.2","<0.001","0.9"
"Southern","SM3","2024-09-04","1","Bottom Water","1.9","0.025","2.2","85","5.9","2","2","0.11","0.018","0.013","7.7","1.1","33.6","1.8","1.3","6.7","24.6","0.15","0.15","0.28","0.11","6.5","<0.001","1.7"
"Southern","SM3","2024-10-03","1","Surface Water","0.3","0.03","1.4","102","6.6","<1","3","0.019","0.005","0.005","7.7","0.5","32.5","1.9","0.5","5.8","28.7","0.05","0.12","0.14","0.13","4.1","<0.001","1.7"
"Southern","SM3","2024-10-03","1","Middle Water","0.1","0.009","2.1","68","4.4","<1","<1","0.025","0.006","0.005","7.7","<0.2","32.7","1.9","0.54","4.8","28.8","0.04","0.1","0.13","0.15","5.2","<0.001","1.2"
"Southern","SM3","2024-10-03","1","Bottom Water","<0.1","0.007","1.8","81","5.2","<1","<1","0.019","0.006","0.004","7.7","<0.2","32.7","1.9","0.49","5.7","28.9","0.03","0.09","0.12","0.15","7.6","<0.001","1.4"
"Southern","SM3","2024-11-01","1","Surface Water","0.6","0.006","0.7","88","5.9","3","9","0.083","0.043","0.011","7.8","0.6","32.8","1.7","0.99","6.2","26.5","0.13","0.11","0.24","0.17","5.9","<0.001","0.9"
"Southern","SM3","2024-11-01","1","Middle Water","0.5","0.015","0.6","65","4.4","3","13","0.049","0.036","0.01","7.8","0.3","32.8","1.7","1.1","7.8","26.5","0.1","0.12","0.21","0.17","8.3","<0.001","1.1"
"Southern","SM3","2024-11-01","1","Bottom Water","0.2","0.006","0.6","75","5","<1","2","0.037","0.038","0.011","7.8","0.6","32.9","1.7","1","10","26.5","0.08","0.11","0.19","0.17","9","<0.001","1.9"
"Southern","SM3","2024-12-12","1","Surface Water","0.9","0.056","4.3","97","7.1","5","7","0.075","0.008","0.003","7.6","1.2","32","2.7","0.9","4.2","21.8","0.14","0.18","0.26","0.37","2.5","<0.001","0.8"
"Southern","SM3","2024-12-12","1","Middle Water","1","0.062","4.8","88","6.4","3","5","0.13","0.007","0.015","7.7","0.8","32","2.7","0.96","6.3","21.9","0.2","0.25","0.39","0.06","2.6","0.001","0.9"
"Southern","SM3","2024-12-12","1","Bottom Water","1","0.15","9.2","86","6.2","4","8","0.18","0.01","0.013","7.7","2.2","32","2.7","0.57","6.3","21.9","0.34","0.39","0.58","0.14","3.6","0.003","0.8"
"Southern","SM4","2024-01-04","1","Surface Water","0.7","0.068","0.9","74","5.6","3","11","0.069","0.043","0.012","8","<0.2","33.3","3.6","0.8","2.6","19.7","0.18","0.13","0.24","0.03","0.1","0.002","1.7"
"Southern","SM4","2024-01-04","1","Middle Water","0.8","0.068","1","92","6.9","<1","1","0.075","0.043","0.011","8","<0.2","33.3","3.6","0.85","1.2","19.8","0.19","0.14","0.26","0.04","0.2","0.002","1"
"Southern","SM4","2024-01-04","1","Bottom Water","0.5","0.064","0.9","92","6.9","1","1","0.089","0.044","0.016","8","0.5","33.4","3.6","0.75","1.4","19.8","0.2","0.07","0.2","0.04","0.3","0.002","0.8"
"Southern","SM4","2024-02-19","1","Surface Water","0.9","0.16","0.7","92","6.9","70","100","0.088","0.005","0.014","8","0.4","33.6","4.7","0.64","2.8","19.9","0.25","0.23","0.32","0.05","0.4","0.005","0.8"
"Southern","SM4","2024-02-19","1","Middle Water","0.7","0.099","0.6","94","7","38","53","0.071","<0.002","0.007","8.1","0.3","33.7","4.7","0.63","1.8","19.8","0.17","0.16","0.23","0.04","0.2","0.003","<0.5"
"Southern","SM4","2024-02-19","1","Bottom Water","0.8","0.069","1.1","95","7.1","7","11","0.057","<0.002","0.006","8.1","0.6","33.8","4.7","0.64","3.5","19.7","0.13","0.14","0.2","0.04","0.2","0.002","1.1"
"Southern","SM4","2024-03-07","1","Surface Water","1","0.045","1.5","82","6","3","17","0.026","<0.002","<0.002","8","0.6","34.2","3.8","0.29","<0.5","20.4","0.07","0.13","0.16","0.03","0.7","0.002","<0.5"
